timestamp,ax,ay,az,gx,gy,gz,mag_acc,mag_gyro,diff_acc,diff_gyro,diff_time,label
3958,0.4,-10.02,-1.63,-0.02,-0.03,0.17,10.15959153,0.173781472,,,,0
4964,1.29,-9.93,-2.08,-0.13,0.41,-0.25,10.22718925,0.497493719,0.067597725,0.323712247,1006,0
5965,0.93,-9.08,-1.89,-0.14,0.05,-0.3,9.321126541,0.334813381,-0.906062711,-0.162680338,1001,0
6971,1.15,-9.84,-1.64,0,-0.08,0.04,10.04179765,0.089442719,0.720671106,-0.245370662,1006,0
7972,0.42,-9.45,-1.28,-0.2,0.33,-0.23,9.545538225,0.449221549,-0.496259423,0.35977883,1001,0
8978,1.16,-9.68,-1.56,-0.21,-0.13,-0.03,9.873277065,0.248797106,0.32773884,-0.200424443,1006,0
9979,-0.12,-9.7,-3.58,0.09,-0.41,0.22,10.34025145,0.473919824,0.466974383,0.225122718,1001,0
10985,-0.07,-9.04,-1.91,-0.15,0.22,-0.15,9.239837661,0.305614136,-1.100413787,-0.168305689,1006,0
11986,0.57,-9.49,-2.26,0.09,0.13,0.1,9.772031519,0.187082869,0.532193858,-0.118531266,1001,0
12992,0.73,-9.88,-2.19,-0.1,-0.09,0.14,10.1461027,0.194164878,0.374071181,0.007082009,1006,0
13993,1.66,-10.79,-1.81,-0.03,0,0.09,11.06597488,0.09486833,0.919872178,-0.099296549,1001,0
14999,0.75,-9.84,-1.87,-0.1,0.08,0.05,10.04415253,0.137477271,-1.02182235,0.042608941,1006,0
16000,1.09,-10.24,-2.97,-0.43,-0.19,-0.13,10.71758368,0.487749936,0.673431155,0.350272665,1001,0
17006,1.18,-9.51,-4.44,-0.44,-0.11,-0.15,10.56153871,0.477702836,-0.156044969,-0.010047099,1006,1
18007,2.21,-8.41,-8.67,-0.45,0.17,-0.63,12.27929558,0.792653771,1.717756869,0.314950934,1001,1
19013,2.14,-6.73,-10.32,-0.37,-0.02,-0.15,12.504995,0.399749922,0.22569942,-0.392903849,1006,1
20014,2.61,-4.34,-11.65,-0.04,-0.01,0.22,12.70315709,0.223830293,0.198162086,-0.175919629,1001,1
21020,2.58,-3.48,-12.26,-0.08,-0.05,-0.07,13.00286122,0.117473401,0.299704136,-0.106356892,1006,1
