timestamp,ax,ay,az,gx,gy,gz,mag_acc,mag_gyro,diff_acc,diff_gyro,diff_time,label
145443,4.63,9.13,-3.34,2.29,-1.39,-0.9,10.76798031,2.825986553,1.995289733,1.668359671,3011,0
148449,-8.05,-0.2,0.94,-0.63,-0.26,0.79,8.107163499,1.043359957,-2.660816813,-1.782626596,3006,0
149455,-7.88,-0.77,3.9,-0.19,-0.29,0.37,8.825944709,0.507050293,0.71878121,-0.536309664,1006,0
150456,-5.84,-2.04,4.77,-0.32,-0.64,-0.27,7.811536341,0.764787552,-1.014408368,0.257737259,1001,0
151462,-3.48,-2.18,6.5,-0.23,-0.55,-0.21,7.688484896,0.632060124,-0.123051444,-0.132727428,1006,0
152463,0.36,-1.22,6.76,0.36,0.88,-0.19,6.878633585,0.969587541,-0.809851311,0.337527417,1001,0
153469,0.5,-1.42,7.19,0.25,-0.49,0.21,7.345917233,0.588812364,0.467283648,-0.380775177,1006,0
154470,-0.45,2.3,7.89,2.75,-2.48,0.51,8.230710783,3.738047619,0.88479355,3.149235255,1001,0
155476,-2.38,1.07,4.68,-0.42,0.17,0.55,5.358329964,0.71260087,-2.87238082,-3.025446749,1006,0
156477,-3.09,0.35,6.36,-0.21,0.26,0.41,7.079562133,0.528961246,1.72123217,-0.183639624,1001,0
157483,-1.25,1.44,7.03,-0.53,0.35,0.55,7.284023613,0.840178552,0.20446148,0.311217306,1006,0
158484,-2.35,2.4,6.57,-0.12,0.52,1,7.378848149,1.133490185,0.094824535,0.293311633,1001,0
159490,0.74,1.06,6.39,-0.3,-0.04,-0.71,6.519455499,0.77181604,-0.85939265,-0.361674145,1006,0
160491,2.81,1.65,7.65,0.08,-0.57,-0.47,8.315112747,0.743101608,1.795657249,-0.028714432,1001,0
161497,0.12,2.26,5.84,0.47,-0.64,0.01,6.263194073,0.794103268,-2.051918674,0.05100166,1006,0
162498,-2.16,2.11,6.43,0.18,0.12,-0.41,7.10370326,0.463573079,0.840509186,-0.330530188,1001,1
163504,-1.55,1.22,6.72,0.07,-0.37,-0.41,7.003520543,0.556686626,-0.100182716,0.093113547,1006,1
164505,-0.74,2.47,5.7,-0.32,0.31,-0.46,6.256077046,0.640390506,-0.747443498,0.083703879,1001,1
165511,-2.49,-5.66,5.19,-0.12,-0.31,-0.11,8.072905301,0.350142828,1.816828256,-0.290247678,1006,1
166512,-2.3,-6.03,4.64,0.17,-0.1,-0.05,7.948616232,0.203469899,-0.124289069,-0.146672929,1001,1
167518,-2.44,-5.37,5,-0.05,-0.08,0.04,7.7324317,0.102469508,-0.216184531,-0.101000392,1006,1
168519,-2.76,-5.11,5.12,0.06,0.04,-0.02,7.742357522,0.074833148,0.009925822,-0.02763636,1001,1
172530,-3,-3.9,6.47,0.35,-0.01,0.29,8.128400827,0.454642717,0.386043305,0.379809569,4011,0
173536,-1.34,0.82,4.42,0.18,0.11,0.1,4.690884778,0.233452351,-3.437516049,-0.221190366,1006,0
174537,-2.04,1,7.98,-0.17,-0.26,0.01,8.29710793,0.310805405,3.606223152,0.077353055,1001,0
175543,-0.74,-0.34,6.97,0,0.17,0.56,7.017414054,0.585234996,-1.279693876,0.27442959,1006,0
176544,0.23,0.32,6.91,-0.18,-0.49,0.91,6.921228215,1.049094848,-0.096185839,0.463859852,1001,0
177550,0.36,0.48,6.95,-0.41,0.48,-0.1,6.975851203,0.639140047,0.054622988,-0.409954801,1006,0
178551,-1.04,-0.27,7.32,0.31,-0.14,-0.79,7.398439025,0.860116271,0.422587822,0.220976224,1001,0
179557,-0.98,-0.21,6.55,-0.53,0.06,0.75,6.626235734,0.920326029,-0.772203291,0.060209758,1006,0
180558,-0.67,-1.16,7.36,-0.5,0.19,1.52,7.480915719,1.61136588,0.854679986,0.691039851,1001,0
181564,-1.45,0.32,7.51,-0.33,-0.09,0.03,7.655390258,0.343365694,0.174474539,-1.268000186,1006,0
182565,-5.23,-0.35,5.55,0.33,0.76,0.34,7.633996332,0.895600357,-0.021393926,0.552234663,1001,0
183571,4.39,-1.96,7.34,-0.26,0.05,0.93,8.774354677,0.96695398,1.140358345,0.071353623,1006,0
184572,-4.98,1.25,5.86,0.1,-0.35,0.77,7.791180912,0.851704174,-0.983173765,-0.115249806,1001,0
185578,0.38,3.39,8.09,-0.13,-0.81,-1.74,8.779783596,1.923694362,0.988602685,1.071990188,1006,0
186579,-6.05,-1.45,5.03,0.96,0.26,-0.11,8.000368742,1.000649789,-0.779414855,-0.923044574,1001,0
187585,-7.75,-0.4,4.59,0.26,0.38,-0.12,9.01612999,0.47581509,1.015761249,-0.524834699,1006,0
188586,-8.73,-1.98,0.9,0.72,0.26,-0.17,8.996849449,0.784155597,-0.019280542,0.308340507,1001,0
189592,-8.28,-0.49,1.32,-0.27,-0.11,0.02,8.398863018,0.292232784,-0.59798643,-0.491922813,1006,0
191598,-6.85,0.85,3.63,-0.66,-0.17,0.33,7.798839657,0.757231801,-0.600023361,0.464999017,2006,0
192599,-5.78,1.43,4.77,-0.37,0.14,0.21,7.629298788,0.447883914,-0.169540869,-0.309347887,1001,0
193605,-6.86,1.19,4.2,-0.07,-0.01,0.04,8.131156129,0.081240384,0.501857341,-0.366643529,1006,0
194606,-5.75,0.44,4.54,0.33,-0.42,-0.36,7.339461833,0.644127317,-0.791694296,0.562886933,1001,0
195612,-6.09,1.84,3.97,0.5,0.62,-0.34,7.498973263,0.866025404,0.15951143,0.221898087,1006,0
196613,-4.26,1.41,5.06,-0.38,-0.11,-0.15,6.763083616,0.423083916,-0.735889647,-0.442941488,1001,0
197619,-3.18,2.43,5.49,-0.29,0.36,0.34,6.793923756,0.573846669,0.03084014,0.150762753,1006,0
198620,-4.56,3.31,4.74,-0.13,0.63,0.22,7.363239776,0.679852925,0.56931602,0.106006256,1001,0
199626,-9.37,4.66,-3.75,-0.69,0.44,0.16,11.11642928,0.833846509,3.753189507,0.153993583,1006,0
200627,-7.7,4.41,-3.75,-0.35,0.34,-0.21,9.633306805,0.531224999,-1.483122478,-0.302621509,1001,0
201633,-8.37,3.1,-2.39,0.08,0.19,0.67,9.240075757,0.700999287,-0.393231048,0.169774287,1006,0
202634,-8.3,3.32,-2.98,-0.21,-0.02,-0.11,9.422993155,0.237907545,0.182917398,-0.463091742,1001,0
203640,-8.12,3.18,-2.36,0.02,-0.08,-0.25,9.034179542,0.263248932,-0.388813613,0.025341387,1006,0
204641,-8.71,2.36,-2.53,0.02,-0.05,0.18,9.372011524,0.187882942,0.337831982,-0.075365989,1001,0
205647,-8.46,2.92,-1.77,0.21,-0.13,0.15,9.123097062,0.288963666,-0.248914462,0.101080723,1006,0
206648,-7.93,2.97,-1.28,-0.46,0.17,0.21,8.564122839,0.533479147,-0.558974223,0.244515481,1001,0
207654,-8.03,3.11,-2.13,-0.24,0.39,0.28,8.870732777,0.536749476,0.306609938,0.003270329,1006,0
208655,-8.57,3.03,-1.98,0.13,-0.42,-0.03,9.303021015,0.440681291,0.432288238,-0.096068185,1001,1
209661,-7.96,0.26,-1.32,0.24,0.2,-0.21,8.072892914,0.376430604,-1.230128101,-0.064250686,1006,1
210662,-6.72,-6.58,-3.02,0.11,0.46,-0.34,9.878015995,0.582494635,1.805123081,0.206064031,1001,1
211668,-7.91,-3.71,-4.65,0.19,0.01,-0.15,9.897206677,0.242280829,0.019190682,-0.340213806,1006,1
212669,-4.77,-5.9,-2.66,-0.84,0.65,-1.5,8.039807212,1.837960827,-1.857399465,1.595679998,1001,1
