timestamp,ax,ay,az,gx,gy,gz,mag_acc,mag_gyro,diff_acc,diff_gyro,diff_time,label
99270,-2.04,-1.55,6.73,-0.09,0.06,-0.14,7.201180459,0.17691806,-0.491783859,-0.26421684,1006,0
100271,-0.71,-0.56,6.92,0.33,-0.54,2.06,6.978832281,2.155017401,-0.222348178,1.978099341,1001,0
101277,0.08,-1.31,6.67,-0.06,0.22,0.69,6.797896734,0.726704892,-0.180935547,-1.428312509,1006,0
102278,-2.7,-2.92,6.73,-0.35,-0.18,0.39,7.81724376,0.554075807,1.019347026,-0.172629085,1001,0
103284,-0.76,-2.82,6.65,0.05,-0.07,0.06,7.263091628,0.104880885,-0.554152132,-0.449194922,1006,0
104285,-0.57,-1.16,6.69,0.38,0.24,-0.01,6.813706774,0.449555336,-0.449384854,0.344674451,1001,0
105291,-1.31,-1.23,7.02,0.18,-0.18,0.09,7.246337006,0.27,0.432630232,-0.179555336,1006,0
106292,-0.19,-0.5,7.1,-0.12,0.07,0.32,7.120119381,0.348855271,-0.126217625,0.078855271,1001,0
107298,0.72,0.74,5.95,0.05,0.33,0.18,6.038915466,0.379209705,-1.081203915,0.030354434,1006,0
108299,0.83,0.5,6.69,-0.31,0.17,-1,6.75980769,1.060660172,0.720892224,0.681450467,1001,0
109305,0.13,-0.41,8.11,-0.15,-0.22,-0.73,8.121397663,0.777045687,1.361589973,-0.283614485,1006,0
110306,1.7,-0.1,6.74,0.06,0.03,0.82,6.951805521,0.822739327,-1.169592142,0.04569364,1001,0
111312,1.11,-0.26,7.5,0.06,0.09,0.46,7.586151857,0.472546294,0.634346336,-0.350193033,1006,1
112313,3.84,-1.34,6.02,0.48,-0.18,0.54,7.265094631,0.744580419,-0.321057226,0.272034125,1001,1
113319,5.95,-1.08,-0.7,4.37,0.83,0.06,6.087602155,4.448527846,-1.177492476,3.703947428,1006,1
115325,0.41,-0.42,7.25,-0.03,-0.02,0.01,7.273719819,0.037416574,1.186117663,-4.411111273,2006,1
123346,0.32,-0.51,7.1,-0.05,-0.05,0.02,7.12548244,0.073484692,-0.148237379,0.036068118,8021,1
124347,1.2,-0.54,7.23,-0.18,-0.15,-0.14,7.348775408,0.272946881,0.223292968,0.199462189,1001,0
125353,-6.24,-2,5.25,-0.49,0.2,-0.36,8.396433767,0.64007812,1.047658359,0.367131239,1006,0
126354,-8.31,-1.53,0.73,0.3,-0.22,-0.25,8.481149686,0.448218697,0.084715919,-0.191859424,1001,0
127360,-1.37,-4.2,5.32,0.07,-0.7,-0.02,6.915150035,0.703775532,-1.565999652,0.255556836,1006,0
128361,-0.26,-2.56,6.68,-0.34,0.05,-0.24,7.158463522,0.419165838,0.243313488,-0.284609694,1001,0
129367,-1.91,-2.38,6.63,0.22,0.3,-0.83,7.298588905,0.909560333,0.140125382,0.490394495,1006,0
130368,1.39,0.12,7.34,-0.23,-0.43,0.58,7.471418875,0.757759856,0.17282997,-0.151800477,1001,0
131374,0.64,-1.36,7.06,0.07,0.48,-0.04,7.218226929,0.486723741,-0.253191946,-0.271036115,1006,0
132375,0.81,0.45,6.65,0.2,-0.29,-1.29,6.714246049,1.337235955,-0.503980881,0.850512214,1001,0
133381,-1.11,1.96,6.97,-0.12,-0.59,-1.28,7.324930034,1.414531725,0.610683985,0.077295769,1006,0
134382,1.09,0.59,7,-0.1,0.2,-0.28,7.108881769,0.358329457,-0.216048265,-1.056202267,1001,0
135388,1.77,0.57,7.36,-0.02,-0.64,0.23,7.591271303,0.680367548,0.482389535,0.32203809,1006,0
136389,1.98,2.26,7.24,0.38,0.96,1.04,7.838724386,1.465469208,0.247453083,0.78510166,1001,0
138395,0.69,4.21,6.63,-0.42,-0.44,0.78,7.883977423,0.989141042,0.045253037,-0.476328167,2006,0
140401,3.72,2.23,6.49,0.99,-1.7,-0.86,7.805856776,2.147021192,-0.078120647,1.157880151,2006,0
142407,-0.17,4.39,6.04,0.01,-0.04,-0.36,7.468775,0.362353419,-0.337081776,-1.784667774,2006,0
143413,-1.15,2.09,6.25,-0.29,-0.5,0.06,6.689775781,0.581119609,-0.778999219,0.21876619,1006,0
144414,4.43,2.98,5.29,0.57,-0.44,1.35,7.515943055,1.530032679,0.826167274,0.94891307,1001,1
145420,3.94,2.84,6.02,-0.74,-0.41,-0.86,7.734959599,1.206358156,0.219016545,-0.323674524,1006,1
146421,9.65,-2.67,5.35,0.1,-0.4,0.04,11.35226409,0.414246304,3.617304492,-0.792111852,1001,1
147427,0.58,-0.48,7.25,-0.04,-0.03,0.01,7.28898484,0.050990195,-4.063279251,-0.363256108,1006,1
148428,0.43,-0.46,7.27,-0.04,-0.03,0.01,7.297218648,0.050990195,0.008233808,0,1001,1
152439,0.55,-0.45,7.25,-0.04,-0.03,0.01,7.284744333,0.050990195,-0.012474315,0,4011,1
158455,0.58,-0.2,7.15,-0.04,0.01,0.01,7.176273406,0.042426407,-0.108470927,-0.008563788,6016,1
160461,0.13,-0.92,7.31,-0.07,-0.05,-0.01,7.368812659,0.08660254,0.192539253,0.044176134,2006,1
161467,2.08,0.15,7.91,-0.58,-0.35,-0.15,8.180281169,0.69382995,0.81146851,0.60722741,1006,0
162468,3.65,2.47,7.9,0.3,-0.78,0.65,9.046181515,1.058725649,0.865900346,0.364895699,1001,0
163474,1.62,2.84,7.02,0.05,0.47,0.55,7.744055785,0.72518963,-1.30212573,-0.333536019,1006,0
164475,3.69,1.23,6.05,-0.33,-0.22,0.2,7.192461331,0.444184646,-0.551594454,-0.281004984,1001,0
165481,3.56,1.02,7.03,0.01,-0.24,1.71,7.94574729,1.726788927,0.753285959,1.282604281,1006,0
166482,1.49,-0.9,7.33,0.27,0.37,0.46,7.533856914,0.649153295,-0.411890376,-1.077635633,1001,0
167488,0.15,0.16,8.52,-0.19,0.65,-0.93,8.522822303,1.1504347,0.988965389,0.501281406,1006,0
168489,2.49,-3.41,6.33,0.14,-0.15,-0.75,7.609014391,0.777560287,-0.913807912,-0.372874413,1001,0
169495,1.29,0.77,6.47,1.27,-0.05,1.6,6.642130682,2.043379554,-0.966883709,1.265819267,1006,0
170496,0.16,-2.06,7.45,-0.74,0.81,1.41,7.731215946,1.786560942,1.089085264,-0.256818611,1001,0
171502,-1.07,-1.5,6.78,0.04,0.32,-0.28,7.025902077,0.42708313,-0.705313868,-1.359477812,1006,0
172503,-2.88,-0.74,6.47,0.2,-1.62,-0.66,7.120596885,1.760681686,0.094694808,1.333598556,1001,0
173509,1.19,-1.25,6.84,0.07,-0.08,1.41,7.054374529,1.414001414,-0.066222356,-0.346680272,1006,0
176515,-7.29,-0.37,0.08,0.68,-0.31,0.09,7.299821916,0.752728371,0.245447386,-0.661273044,3006,0
177521,-7.57,-0.49,4.83,-1.01,-0.21,1.01,8.992991716,1.443710497,1.6931698,0.690982127,1006,0
179527,-1.13,0.63,6.58,0.6,0.62,0.3,6.705982404,0.91345498,-2.287009312,-0.530255518,2006,0
180528,-2.14,0.11,6.7,0.65,0.39,-1.1,7.034322995,1.335889217,0.328340591,0.422434237,1001,0
181534,-1.31,-0.02,7.5,0.19,0.05,-1.13,7.613573405,1.146952484,0.57925041,-0.188936733,1006,0
182535,-2.19,1.46,6.74,0.31,-0.28,-0.78,7.235696235,0.884816365,-0.377877171,-0.262136119,1001,0
183541,-1.93,2.45,6.76,-0.13,-0.29,0.44,7.444796841,0.54277067,0.209100606,-0.342045695,1006,1
184542,0.31,0.06,6.13,-0.03,0.15,0.39,6.13812675,0.418927201,-1.306670091,-0.123843468,1001,1
187553,0.37,-7.95,3.45,-0.15,0.12,-0.11,8.674208898,0.221359436,2.536082148,-0.197567765,3011,1
191564,8.59,-7.01,0.77,0.08,-1.33,-0.76,11.11400468,1.533916556,2.439795781,1.31255712,4011,1
193570,10.12,-0.58,1.48,-0.04,1.33,-0.09,10.24408122,1.333641631,-0.869923461,-0.200274925,2006,0
194571,-0.29,-2.43,5.99,0.21,0.02,0.02,6.470633663,0.211896201,-3.773447555,-1.12174543,1001,0
195577,1.4,-0.73,7.32,-0.16,0.17,0.09,7.488344276,0.25019992,1.017710613,0.038303719,1006,0
196578,-0.91,4.77,5.65,-0.32,-1.04,-2.07,7.450067114,2.338567938,-0.038277162,2.088368018,1001,0
197584,-0.62,1.47,6.07,0.03,-0.34,-0.75,6.276161247,0.824014563,-1.173905867,-1.514553375,1006,0
198585,-0.16,1.25,5.61,0.22,-0.63,-1.09,5.749799997,1.278045383,-0.526361251,0.45403082,1001,0
199591,-2.02,1.32,6.39,-0.48,-1.16,1.3,6.830439225,1.807207791,1.080639228,0.529162408,1006,0
200592,-0.82,-1.07,7.04,-0.46,-0.17,-1.12,7.167907644,1.222661032,0.33746842,-0.584546759,1001,0
201598,3.52,0.85,7.28,1,0.83,-0.34,8.130885561,1.343316791,0.962977916,0.120655758,1006,0
202599,-1.1,2.08,6.8,-0.08,0.15,1.59,7.195581978,1.599062225,-0.935303583,0.255745435,1001,0
203605,-1.51,1.31,6.7,-0.66,0.42,1.95,6.991866704,2.101071155,-0.203715274,0.50200893,1006,0
204606,2.26,0,7.97,0.04,-0.76,1.02,8.28423201,1.272635062,1.292365307,-0.828436094,1001,0
205612,0.76,-0.77,7.35,-0.21,0.13,-1.95,7.429199149,1.965578795,-0.855032861,0.692943734,1006,0
206613,-0.05,-0.76,6.74,-0.29,0.05,-0.71,6.782897611,0.768570101,-0.646301538,-1.197008694,1001,0
207619,0.57,-0.94,6.98,0.41,0.56,-0.99,7.066038494,1.209049213,0.283140883,0.440479112,1006,1
208620,-2.13,-2.15,6.37,-0.49,-0.15,1.99,7.052396756,2.054920923,-0.013641738,0.84587171,1001,1
209626,-2.67,4.78,5.25,0.72,0.68,1.4,7.585499324,1.714876089,0.533102569,-0.340044834,1006,1
213637,0.22,-1.26,7.16,-0.04,-0.06,0,7.27334861,0.072111026,-0.312150715,-1.642765063,4011,1
214638,0.37,-1.22,7.18,-0.04,-0.02,0.03,7.292304163,0.053851648,0.018955553,-0.018259377,1001,1
219654,0.4,-1.17,7.21,-0.04,-0.03,-0.02,7.315258027,0.053851648,0.022953864,0,5016,1
227675,1.57,-1.56,6.73,-0.16,1.01,-0.27,7.084588908,1.05763888,-0.230669119,1.003787232,8021,0
228676,1.19,0.38,7.34,-0.2,-0.03,-0.88,7.445542291,0.902939644,0.360953382,-0.154699236,1001,0
229682,1.41,0.56,7.04,-0.12,-0.02,-0.68,7.201617874,0.690796642,-0.243924417,-0.212143002,1006,0
230683,1.76,-1.14,6.66,-0.6,0.05,-0.78,6.982320531,0.98534258,-0.219297343,0.294545938,1001,0
231689,1.71,0.51,6.82,0.25,0.3,1.42,7.049581548,1.472718575,0.067261017,0.487375995,1006,0
232690,-1.47,0.77,6.97,-0.23,-0.07,-0.91,7.164823794,0.941222609,0.115242246,-0.531495965,1001,0
233696,-0.63,-0.48,6.82,0.04,-0.09,0.05,6.86583571,0.11045361,-0.298988084,-0.830768999,1006,0
234697,-1.14,-0.87,7.04,0.56,-0.03,-0.31,7.184573752,0.640780774,0.318738042,0.530327164,1001,0
235703,-1.58,-0.35,7.51,-0.23,0.79,-0.67,7.682382443,1.061084351,0.497808691,0.420303577,1006,0
236704,0.31,-0.06,7.06,0.19,0.08,-0.94,7.067057379,0.962340896,-0.615325064,-0.098743455,1001,0
237710,-4.33,2.91,5.29,-0.73,-0.43,0.81,7.429744276,1.172134805,0.362686896,0.209793909,1006,0
238711,4.75,2.75,6.34,-0.27,-0.6,1.43,8.385737892,1.574102919,0.955993617,0.401968115,1001,0
239717,4.36,1.11,7.06,-0.37,0.37,0.25,8.371696363,0.579913787,-0.014041529,-0.994189132,1006,0
240718,2.97,0.42,7.15,-0.58,-0.44,0.24,7.753695893,0.766550716,-0.61800047,0.186636929,1001,0
241724,3.39,1.68,7.61,-0.11,0.15,0.39,8.498623418,0.432087954,0.744927525,-0.334462762,1006,0
242725,0.37,1.9,6.57,0,0.21,0.34,6.849218934,0.399624824,-1.649404484,-0.03246313,1001,1
243731,-1.7,3.19,5.68,-0.17,0.27,-0.3,6.732644354,0.437949769,-0.116574579,0.038324945,1006,1
245737,0.62,-0.4,7.31,-0.05,-0.02,0.01,7.347142302,0.054772256,0.614497947,-0.383177513,2006,1
252753,1.58,-2.52,7.63,-0.11,0,-0.62,8.189242944,0.62968246,0.842100643,0.574910204,7016,1
253759,2.1,0.62,6.83,-0.07,0.07,-0.8,7.172398483,0.806101731,-1.016844461,0.176419271,1006,0
254760,1.69,0.37,7.55,-0.16,0.04,0.02,7.745676213,0.166132477,0.57327773,-0.639969253,1001,0
255766,1.31,0,7.14,-0.05,0.01,-0.14,7.259180395,0.148996644,-0.486495819,-0.017135833,1006,0
256767,0.78,0.06,7.21,-0.06,-0.03,0.05,7.252316871,0.083666003,-0.006863523,-0.065330642,1001,0
258773,2.27,-2.15,7.41,0.46,-0.08,-1.29,8.042605299,1.371896498,0.790288428,1.288230495,2006,0
259779,-2.44,-0.61,7.45,-0.12,-0.02,0.19,7.863090995,0.225610283,-0.179514304,-1.146286214,1006,0
260780,-4.73,0.95,5.15,-0.08,0.21,-0.75,7.056762714,0.782943165,-0.806328281,0.557332882,1001,0
261786,-2.72,3,5.3,0.04,0.19,0.67,6.669962519,0.697567201,-0.386800195,-0.085375964,1006,0
262787,-2.04,2.52,6.59,-0.17,-0.07,-0.12,7.344392419,0.219544984,0.6744299,-0.478022217,1001,0
263793,1.67,1.03,7.42,-0.31,-0.13,-0.66,7.675037459,0.740675367,0.33064504,0.521130383,1006,0
264794,0.83,0.84,7.22,-0.14,-0.15,-0.1,7.315934663,0.228254244,-0.359102796,-0.512421123,1001,1
265800,-1.07,-0.28,5.34,-1.11,-0.15,-0.49,5.453338427,1.222579241,-1.862596236,0.994324997,1006,1
268806,0.49,-0.46,7.18,-0.04,-0.03,0.01,7.211386829,0.050990195,1.758048402,-1.171589046,3006,1
272817,3.34,3.44,6.68,-0.38,0.17,0.55,8.222627317,0.689782574,1.011240488,0.638792379,4011,1
273823,1.18,2.4,7.2,-0.04,-0.22,0.04,7.680651014,0.227156334,-0.541976303,-0.462626241,1006,0
274824,0.54,1.75,7.45,0.2,-0.07,-0.21,7.671805524,0.298328678,-0.00884549,0.071172344,1001,0
275830,0.94,0.78,7.05,0.08,-0.54,0.25,7.155033193,0.600416522,-0.516772331,0.302087844,1006,0
276831,2.99,-0.02,6.74,0.56,0.49,0.36,7.373472723,0.826619622,0.21843953,0.2262031,1001,0
277837,2.89,2.19,7.29,0.26,-0.85,-0.1,8.142008352,0.894483091,0.768535629,0.067863469,1006,0
278838,0.03,2.98,6.19,-0.13,-0.47,0.32,6.87003639,0.583266663,-1.271971962,-0.311216428,1001,0
279844,6.01,3.51,3.76,-0.01,-0.68,0.38,7.910613124,0.779037868,1.040576734,0.195771205,1006,0
280845,6.58,5.34,3.11,0.65,0.77,0.13,9.02685438,1.016021653,1.116241256,0.236983785,1001,0
281851,5.92,6.1,1.94,2.03,1.12,1.5,8.71894489,2.761394575,-0.30790949,1.745372922,1006,0
284857,1.7,-1.23,7.18,-0.2,-0.24,-0.27,7.480327533,0.412916456,-1.238617357,-2.348478119,3006,0
285863,6.32,0.02,6.09,0.29,-0.47,-0.89,8.776724902,1.047425415,1.296397369,0.634508959,1006,0
286864,-1.1,4.52,4.4,-0.18,0.12,-0.45,6.403155472,0.499299509,-2.37356943,-0.548125906,1001,0
287870,0.71,1.75,6.95,0.37,0.38,0.72,7.20202055,0.89425947,0.798865078,0.394959961,1006,0
288871,-0.82,3.21,6.96,-0.07,-0.12,0.83,7.708313694,0.841546196,0.506293144,-0.052713274,1001,0
289877,2.21,1.72,6.31,-0.01,-0.23,0.86,6.903520841,0.890280855,-0.804792853,0.048734659,1006,0
291883,4.1,1.36,5.99,0.37,-0.37,-1.04,7.385099864,1.164216475,0.481579023,0.27393562,2006,0
293889,0.81,3.76,5.69,-0.03,-0.05,-0.56,6.868027373,0.56302753,-0.517072491,-0.601188944,2006,0
294890,-0.88,4.74,5.75,0.28,0.46,1.05,7.503632454,1.180042372,0.63560508,0.617014842,1001,1
295896,1.38,3.35,5.82,-0.61,0.25,0.14,6.855603547,0.673943618,-0.648028906,-0.506098754,1006,1
297902,0.54,-0.55,7.31,-0.04,-0.03,0.01,7.350523791,0.050990195,0.494920243,-0.622953423,2006,1
305923,-3.1,-2.4,6.1,-0.36,0.86,-0.2,7.251206796,0.953519795,-0.099316995,0.9025296,8021,0
306924,-5.77,-1.55,5.3,-0.05,0.13,0.23,7.986576238,0.268886593,0.735369442,-0.684633202,1001,0
307930,-4.77,-1.54,5.22,-0.21,-0.21,0.4,7.236912325,0.498196748,-0.749663913,0.229310155,1006,0
308931,-2.23,0.51,6.63,0.01,-0.11,0.81,7.013551169,0.817496177,-0.223361156,0.319299429,1001,0
309937,2.41,1.1,6.73,-0.18,0.25,0.82,7.232634375,0.87595662,0.219083206,0.058460443,1006,0
310938,-0.87,-0.8,7.2,-0.16,0.3,0.15,7.296362107,0.371618084,0.063727732,-0.504338536,1001,0
311944,-0.74,-3.38,6.28,0,-0.13,-0.22,7.170104602,0.255538647,-0.126257505,-0.116079437,1006,0
312945,-4.05,-0.74,5.27,0.93,0.77,-0.13,6.687525701,1.214372266,-0.482578901,0.958833619,1001,0
313951,-7.02,0.74,3.73,0.17,-0.44,0.06,7.983789827,0.475499737,1.296264126,-0.738872529,1006,0
314952,-5.23,3.12,4.6,0.31,-0.37,-0.16,7.631991876,0.508527285,-0.351797951,0.033027548,1001,0
315958,-6.11,4.47,2.39,0.19,0,-0.07,7.938834927,0.202484567,0.306843051,-0.306042718,1006,0
316959,-4.7,6.17,2.79,-0.19,-0.55,0.58,8.242754394,0.821583836,0.303919467,0.619099269,1001,0
317965,2.73,5.19,5.69,-0.28,0.03,0.44,8.170991372,0.522398315,-0.071763022,-0.299185521,1006,0
318966,5.15,1.9,5.59,-0.09,0.05,0.25,7.834577206,0.270370117,-0.336414166,-0.252028199,1001,0
319972,2.27,1.01,7.69,0.04,0.15,-0.22,8.081404581,0.26925824,0.246827375,-0.001111876,1006,0
321978,-5.62,5.14,2.58,0.18,-0.15,-0.35,8.041169069,0.421188794,-0.040235512,0.151930553,2006,0
322979,-6.24,4.5,2.45,0.12,-0.13,-0.07,8.074038642,0.190262976,0.032869573,-0.230925818,1001,0
323985,-7.34,3.39,1.39,0.07,0.09,0.02,8.203645531,0.115758369,0.129606889,-0.074504607,1006,0
324986,-5.3,6.19,2.5,-0.19,-1.54,0.72,8.523854762,1.710584695,0.320209231,1.594826326,1001,0
326992,6.79,5.2,2.21,0.15,-0.03,0.39,8.833357233,0.418927201,0.309502471,-1.291657494,2006,0
327998,8.24,3.32,2.24,0.04,0.42,0.12,9.161746558,0.438634244,0.328389326,0.019707043,1006,0
328999,4.26,3.79,5.48,-0.25,0.04,-0.49,7.90835634,0.551543289,-1.253390218,0.112909045,1001,0
330005,2.54,2.25,6.6,-0.05,0.21,0.11,7.421192627,0.242280829,-0.487163713,-0.309262461,1006,0
331006,-2.7,2.57,6.17,0.03,0.06,-0.54,7.208592096,0.544150714,-0.212600531,0.301869886,1001,0
332012,-1.32,2.93,6.25,0.06,-0.18,-0.19,7.027787703,0.268514432,-0.180804392,-0.275636283,1006,0
333013,-2.21,4.19,5.37,0.11,0.14,-0.47,7.160803028,0.502593275,0.133015324,0.234078843,1001,0
334019,-6.44,2.59,4.36,0.18,0.3,-1.12,8.19702995,1.173371212,1.036226922,0.670777937,1006,0
336025,-3.45,3.46,5.2,-0.75,0.88,0.21,7.135411691,1.175159564,-1.061618259,0.001788352,2006,0
337026,-2.62,3,5.46,0.27,-0.35,0.47,6.758402178,0.645213143,-0.377009513,-0.529946421,1001,1
338032,0.61,-0.54,4.84,-0.73,0.16,0.56,4.908085166,0.933862945,-1.850317012,0.288649802,1006,1
339033,7.82,-0.47,-0.37,-0.32,-4.37,3.65,7.842843872,5.702788791,2.934758706,4.768925846,1001,1
