timestamp,ax,ay,az,gx,gy,gz,mag_acc,mag_gyro,diff_acc,diff_gyro,diff_time,label
965,1.54,-9.73,-2.48,0.29,0.58,0.16,10.15848906,0.667907179,,,,0
1966,0.09,-9.81,-0.19,-0.34,0.02,0.2,9.812252545,0.394968353,-0.346236516,-0.272938826,1001,0
2972,-0.05,-10,-1.12,-0.34,-0.3,0.1,10.06264876,0.464327471,0.250396212,0.069359117,1006,0
3973,0.33,-10.22,-3.37,0.41,-0.31,0.15,10.76634571,0.535443741,0.703696956,0.071116271,1001,0
4979,0.42,-9.84,-2.53,-0.48,-0.43,0.13,10.16872165,0.657419197,-0.597624062,0.121975455,1006,0
5980,-0.27,-9.68,-1.14,0.02,0.17,-0.22,9.750635877,0.278747197,-0.418085774,-0.378671999,1001,0
6986,-0.14,-9.37,-2.4,-0.1,0.17,0.16,9.673494715,0.253968502,-0.077141162,-0.024778695,1006,0
7987,1.9,-9.59,-0.81,-0.26,-0.14,-0.02,9.80990316,0.295972972,0.136408445,0.04200447,1001,0
8993,1.49,-10.64,-1.45,0.11,-0.53,0.26,10.84122687,0.600499792,1.031323708,0.30452682,1006,0
9994,-0.13,-10.45,-3.61,-0.28,-1.08,0.05,11.05674003,1.116825859,0.215513158,0.516326067,1001,0
11000,-0.26,-9.24,-0.59,-0.31,0.3,0.02,9.262467274,0.431856458,-1.794272752,-0.684969402,1006,0
12001,1.55,-10.13,-2.79,0.02,-0.61,0.25,10.62089921,0.659545298,1.358431935,0.22768884,1001,0
13007,0.22,-9.22,-3.05,-0.11,-0.4,0.21,9.713871525,0.464973118,-0.907027684,-0.19457218,1006,0
14008,1.47,-8.74,-0.08,-0.1,-0.54,0.24,8.863120218,0.599332963,-0.850751307,0.134359845,1001,0
15014,2.14,-10.02,-2.27,0.22,-0.55,0.36,10.49442233,0.693181073,1.63130211,0.09384811,1006,0
16015,0.07,-10.09,-3.41,-0.44,-0.25,-0.25,10.6508732,0.564446632,0.156450876,-0.128734441,1001,0
17021,0.84,-10.14,-0.74,-0.25,0.11,-0.15,10.20160772,0.311608729,-0.449265487,-0.252837903,1006,0
18022,1.12,-10.25,-2.81,0.21,-0.44,0.18,10.68704824,0.519711458,0.48544052,0.208102729,1001,0
19028,1.98,-12.55,-1.05,-0.3,0.16,0.15,12.74854502,0.371618084,2.061496779,-0.148093375,1006,0
20029,-0.54,-8.96,-0.1,0.3,-0.14,0.15,8.97681458,0.363455637,-3.771730435,-0.008162447,1001,0
21035,-0.01,-10.11,-2.66,0.18,-0.76,0.27,10.45408054,0.826377638,1.477265963,0.462922001,1006,0
22036,-0.68,-10.55,-3.68,-0.54,-0.67,-0.01,11.19407433,0.860581199,0.739993782,0.034203561,1001,0
23042,0.82,-9.84,-1.66,0.04,-0.05,-0.5,10.01267197,0.504083326,-1.181402354,-0.356497873,1006,0
24043,1.79,-10.03,-2.77,0.14,-0.69,0.22,10.55830952,0.737631344,0.545637553,0.233548018,1001,0
