threshold,accuracy,precision,recall,f1,n_windows,positive_rate,feature_set,base_feature_cols,window_size,min_positive_rows_in_window,model_name,model_params
0.25000000000000006,0.7809230769230769,0.4171270718232044,0.5101351351351351,0.45896656534954405,1625,0.18215384615384617,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,2,RandomForest,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.15000000000000002,0.40089086859688194,0.3126142595978062,0.8614609571788413,0.45875251509054327,1347,0.2947290274684484,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",9,1,ExtraTrees,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
0.15000000000000002,0.3526354862657758,0.30355665839536805,0.924433249370277,0.45703611457036114,1347,0.2947290274684484,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",9,1,ExtraTrees,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.20000000000000004,0.7655384615384615,0.3950617283950617,0.5405405405405406,0.456490727532097,1625,0.18215384615384617,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,2,ExtraTrees,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
0.25000000000000006,0.7655384615384615,0.3950617283950617,0.5405405405405406,0.456490727532097,1625,0.18215384615384617,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,2,ExtraTrees,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.3500000000000001,0.7110060769750168,0.44584382871536526,0.4597402597402597,0.45268542199488493,1481,0.2599594868332208,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",7,1,RandomForest,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.3500000000000001,0.7170830519918974,0.455026455026455,0.44675324675324674,0.4508519003931848,1481,0.2599594868332208,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",7,1,RandomForest,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.30000000000000004,0.8467692307692307,0.44933920704845814,0.45132743362831856,0.4503311258278146,1625,0.13907692307692307,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,3,ExtraTrees,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.40000000000000013,0.7069547602970966,0.4379746835443038,0.44935064935064933,0.44358974358974357,1481,0.2599594868332208,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",7,1,ExtraTrees,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.30000000000000004,0.7316923076923076,0.4219512195121951,0.4650537634408602,0.4424552429667519,1625,0.22892307692307692,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,1,RandomForest,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.25000000000000006,0.7064615384615385,0.3880597014925373,0.489247311827957,0.4328180737217598,1625,0.22892307692307692,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,1,RandomForest,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
0.3500000000000001,0.675894665766374,0.3969631236442516,0.4753246753246753,0.4326241134751773,1481,0.2599594868332208,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",7,1,ExtraTrees,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.25000000000000006,0.7033846153846154,0.38396624472573837,0.489247311827957,0.4302600472813239,1625,0.22892307692307692,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,1,ExtraTrees,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
0.25000000000000006,0.6178257933828494,0.35090609555189456,0.5532467532467532,0.42943548387096775,1481,0.2599594868332208,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",7,1,RandomForest,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
0.30000000000000004,0.6704929101958136,0.3897216274089936,0.4727272727272727,0.4272300469483568,1481,0.2599594868332208,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",7,1,ExtraTrees,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}"
0.25000000000000006,0.6529230769230769,0.34210526315789475,0.5591397849462365,0.42448979591836733,1625,0.22892307692307692,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,1,RandomForest,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.3500000000000001,0.8,0.44528301886792454,0.39864864864864863,0.4206773618538324,1625,0.18215384615384617,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,2,ExtraTrees,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.25000000000000006,0.6369230769230769,0.3296875,0.5672043010752689,0.41699604743083,1625,0.22892307692307692,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,1,ExtraTrees,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
0.30000000000000004,0.6092307692307692,0.30633284241531666,0.5591397849462365,0.39581351094196005,1625,0.22892307692307692,A_all_10,"ax, ay, az, gx, gy, gz, mag_acc, mag_gyro, diff_acc, diff_gyro",5,1,ExtraTrees,"{""n_estimators"": 700, ""max_depth"": 12, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}"
